CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H6_Flag,H7_Vaccination policy,H7_Flag,M1_Wildcard,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay
Indonesia,IDN,NA,NA,NAT_TOTAL,20200524,3,1,3,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,22271,1372,71.76,71.76,74.52,74.52,58.61,58.61,63.78,63.78,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200525,3,1,3,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,22750,1391,71.76,71.76,74.52,74.52,58.61,58.61,63.78,63.78,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200526,3,1,3,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,23165,1418,71.76,71.76,74.52,74.52,58.61,58.61,63.78,63.78,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200527,3,1,3,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,338558,4,1,0,NA,NA,23851,1473,71.76,71.76,74.52,74.52,58.61,58.61,63.78,63.78,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200528,3,1,3,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,43000000000,0,2,1,1,1,0,0,4,1,0,NA,NA,24538,1496,71.76,71.76,74.52,74.52,58.61,58.61,63.78,63.78,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200529,3,1,3,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,25216,1520,71.76,71.76,74.52,74.52,58.61,58.61,63.78,63.78,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200530,3,1,3,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,25773,1573,71.76,71.76,74.52,74.52,58.61,58.61,63.78,63.78,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200531,3,1,3,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,26473,1613,71.76,71.76,74.52,74.52,58.61,58.61,63.78,63.78,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200601,3,1,3,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,26940,1641,71.76,71.76,74.52,74.52,58.61,58.61,63.78,63.78,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200602,3,1,3,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,27549,1663,71.76,71.76,74.52,74.52,58.61,58.61,63.78,63.78,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200603,3,1,3,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,2538941981.13,0,2,1,1,1,0,0,4,1,0,NA,NA,28233,1698,71.76,71.76,74.52,74.52,58.61,58.61,63.78,63.78,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200604,3,1,3,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,28818,1721,71.76,71.76,74.52,74.52,58.61,58.61,63.78,63.78,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200605,3,1,3,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,29521,1770,71.76,71.76,74.52,74.52,58.61,58.61,63.78,63.78,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200606,3,1,3,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,30514,1801,71.76,71.76,74.52,74.52,58.61,58.61,63.78,63.78,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200607,3,1,3,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,31186,1851,71.76,71.76,74.52,74.52,58.61,58.61,63.78,63.78,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200608,3,1,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,32033,1883,68.06,68.06,70.95,70.95,56.39,56.39,61.22,61.22,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200609,3,1,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,33076,1923,68.06,68.06,70.95,70.95,56.39,56.39,61.22,61.22,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200610,3,1,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,34316,1959,68.06,68.06,70.95,70.95,56.39,56.39,61.22,61.22,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200611,3,1,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,35295,2000,68.06,68.06,70.95,70.95,56.39,56.39,61.22,61.22,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200612,3,1,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,36406,2048,68.06,68.06,70.95,70.95,56.39,56.39,61.22,61.22,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200613,3,1,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,37420,2091,68.06,68.06,70.95,70.95,56.39,56.39,61.22,61.22,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200614,3,1,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,38277,2134,68.06,68.06,70.95,70.95,56.39,56.39,61.22,61.22,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200615,3,1,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,39294,2198,68.06,68.06,70.95,70.95,56.39,56.39,61.22,61.22,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200616,3,1,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,40400,2231,68.06,68.06,70.95,70.95,56.39,56.39,61.22,61.22,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200617,3,1,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,41431,2276,68.06,68.06,70.95,70.95,56.39,56.39,61.22,61.22,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200618,3,1,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,42762,2339,68.06,68.06,70.95,70.95,56.39,56.39,61.22,61.22,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200619,3,1,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,43803,2373,68.06,68.06,70.95,70.95,56.39,56.39,61.22,61.22,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200620,3,1,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,45029,2429,68.06,68.06,70.95,70.95,56.39,56.39,61.22,61.22,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200621,3,1,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,45891,2465,68.06,68.06,70.95,70.95,56.39,56.39,61.22,61.22,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200622,3,1,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,46845,2500,68.06,68.06,70.95,70.95,56.39,56.39,61.22,61.22,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200623,3,1,2,0,2,0,4,0,0,NA,2,0,1,1,1,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,47896,2535,59.72,59.72,60.24,60.24,51.39,51.39,55.45,55.45,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200624,3,1,2,0,2,0,4,0,0,NA,2,0,1,1,1,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,49009,2573,59.72,59.72,60.24,60.24,51.39,51.39,55.45,55.45,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200625,3,1,2,0,2,0,4,0,0,NA,2,0,1,1,1,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,50187,2620,59.72,59.72,60.24,60.24,51.39,51.39,55.45,55.45,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200626,3,1,2,0,2,0,4,0,0,NA,2,0,1,1,1,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,51427,2683,59.72,59.72,60.24,60.24,51.39,51.39,55.45,55.45,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200627,3,1,2,0,2,0,4,0,0,NA,2,0,1,1,1,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,52812,2720,59.72,59.72,60.24,60.24,51.39,51.39,55.45,55.45,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200628,3,1,2,0,2,0,4,0,0,NA,2,0,1,1,1,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,54010,2754,59.72,59.72,60.24,60.24,51.39,51.39,55.45,55.45,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200629,3,1,2,0,2,0,4,0,0,NA,2,0,1,1,1,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,55092,2805,59.72,59.72,60.24,60.24,51.39,51.39,55.45,55.45,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200630,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,1,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,56385,2876,54.17,54.17,53.1,53.1,48.06,48.06,51.6,51.6,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200701,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,1,0,NA,1,0,0,2,1,1,1,28600000,0,4,1,0,NA,NA,57770,2934,54.17,54.17,53.1,53.1,48.06,48.06,51.6,51.6,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200702,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,1,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,59394,2987,54.17,54.17,53.1,53.1,48.06,48.06,51.6,51.6,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200703,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,1,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,60695,3036,54.17,54.17,53.1,53.1,48.06,48.06,51.6,51.6,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200704,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,1,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,62142,3089,54.17,54.17,53.1,53.1,48.06,48.06,51.6,51.6,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200705,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,1,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,63749,3171,54.17,54.17,53.1,53.1,48.06,48.06,51.6,51.6,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200706,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,1,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,64958,3241,54.17,54.17,53.1,53.1,48.06,48.06,51.6,51.6,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200707,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,1,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,66226,3309,54.17,54.17,53.1,53.1,48.06,48.06,51.6,51.6,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200708,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,1,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,68079,3359,54.17,54.17,53.1,53.1,48.06,48.06,51.6,51.6,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200709,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,1,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,70736,3417,54.17,54.17,53.1,53.1,48.06,48.06,51.6,51.6,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200710,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,1,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,72347,3469,54.17,54.17,53.1,53.1,48.06,48.06,51.6,51.6,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200711,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,74018,3535,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200712,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,75699,3606,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200713,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,76981,3656,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200714,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,78572,3710,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200715,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,80094,3797,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200716,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,341538775,0,2,1,1,1,0,0,4,1,0,NA,NA,81668,3873,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200717,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,83130,3957,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200718,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,84882,4016,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200719,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,86521,4143,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200720,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,88214,4239,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200721,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,89869,4320,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200722,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,91751,4459,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200723,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,93657,4576,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200724,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,95418,4665,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200725,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,97286,4714,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200726,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,98778,4781,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200727,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,100303,4838,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200728,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,102051,4901,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200729,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,104432,4975,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200730,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,106336,5058,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200731,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,108376,5131,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200801,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,109936,5193,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200802,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,111455,5236,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200803,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,113134,5302,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200804,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,115056,5388,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200805,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,116871,5452,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200806,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,118753,5521,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200807,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,121226,5593,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200808,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,123503,5658,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200809,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,125396,5723,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200810,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,4,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,127083,5765,62.5,62.5,63.81,63.81,53.06,53.06,57.37,57.37,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200811,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,3,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,128776,5824,59.72,59.72,60.24,60.24,51.39,51.39,55.45,55.45,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200812,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,3,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,130718,5903,59.72,59.72,60.24,60.24,51.39,51.39,55.45,55.45,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200813,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,3,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,132816,5968,59.72,59.72,60.24,60.24,51.39,51.39,55.45,55.45,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200814,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,3,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,135123,6021,59.72,59.72,60.24,60.24,51.39,51.39,55.45,55.45,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200815,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,3,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,137468,6071,59.72,59.72,60.24,60.24,51.39,51.39,55.45,55.45,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200816,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,3,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,139549,6150,59.72,59.72,60.24,60.24,51.39,51.39,55.45,55.45,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200817,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,3,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,141370,6207,59.72,59.72,60.24,60.24,51.39,51.39,55.45,55.45,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200818,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,3,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,143043,6277,59.72,59.72,60.24,60.24,51.39,51.39,55.45,55.45,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200819,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,3,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,144945,6346,59.72,59.72,60.24,60.24,51.39,51.39,55.45,55.45,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200820,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,3,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,147211,6418,59.72,59.72,60.24,60.24,51.39,51.39,55.45,55.45,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200821,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,3,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,149408,6500,59.72,59.72,60.24,60.24,51.39,51.39,55.45,55.45,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200822,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,3,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,151498,6594,59.72,59.72,60.24,60.24,51.39,51.39,55.45,55.45,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200823,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,3,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,153535,6680,59.72,59.72,60.24,60.24,51.39,51.39,55.45,55.45,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200824,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,3,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,155412,6759,59.72,59.72,60.24,60.24,51.39,51.39,55.45,55.45,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200825,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,3,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,157859,6858,59.72,59.72,60.24,60.24,51.39,51.39,55.45,55.45,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200826,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,3,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,160165,6944,59.72,59.72,60.24,60.24,51.39,51.39,55.45,55.45,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200827,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,3,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,162884,7064,59.72,59.72,60.24,60.24,51.39,51.39,55.45,55.45,25,25
Indonesia,IDN,NA,NA,NAT_TOTAL,20200828,2,0,2,0,2,0,4,0,0,NA,2,0,1,1,3,0,NA,1,0,0,2,1,1,1,0,0,4,1,0,NA,NA,165887,7169,59.72,59.72,60.24,60.24,51.39,51.39,55.45,55.45,25,25
